,_id,주성분코드,Spec
1287,5f3dca6de37cbadbc379bee7,655900ATB,cobicistat silicon dioxide  (as cobicistat   0.15g)   (복합)
1288,5f3dca6de37cbadbc379bee8,657401ATB,solifenacin tartrate  5.33mg   (단일)
1289,5f3dca6de37cbadbc379bee9,658801BIJ,aflibercept  0.1g(25mg/mL)   (단일)
1290,5f3dca6de37cbadbc379beea,658400ATB,emtricitabine  0.2g   (복합)
1291,5f3dca6de37cbadbc379beeb,658600ATB,ombitasvir  12.5mg   (복합)
1292,5f3dca6de37cbadbc379beec,658500CCM,acyclovir  0.5g(50mg/g)   (복합)
1293,5f3dca6de37cbadbc379beed,657600BIJ,piperacillin sodium  3g   (복합)
1294,5f3dca6de37cbadbc379beee,657500CCM,betamethasone dipropionate  12.8mg(0.64mg/g)   (복합)
1295,5f3dca6de37cbadbc379beef,658802BIJ,aflibercept  0.2g(25mg/mL)   (단일)
1296,5f3dca6de37cbadbc379bef0,658901BIJ,olaratumab  0.5g(10mg/mL)   (단일)
1297,5f3dca6de37cbadbc379bef1,658701ATB,dasabuvir  0.25g   (단일)
1298,5f3dca6de37cbadbc379bef2,657402ATB,solifenacin tartrate  10.66mg   (단일)
1299,5f3dca6de37cbadbc379bef3,659200ACH,raloxifene hydrochloride  (as raloxifene   55.71mg)   (복합)
1300,5f3dca6de37cbadbc379bef4,659200ATB,raloxifene hydrochloride  (as raloxifene   55.7mg)   (복합)
1301,5f3dca6de37cbadbc379bef5,658300ATB,emtricitabine  0.2g   (복합)
1302,5f3dca6de37cbadbc379bef6,657701BIJ,atezolizumab  1.2g(60mg/mL)   (단일)
1303,5f3dca6de37cbadbc379bef7,659501BIJ,evolocumab  0.14g(0.14g/mL)   (단일)
1304,5f3dca6de37cbadbc379bef8,659300BIS,calcium chloride dihydrate  1.28625g(A분획 250mL중)   (복합)
1305,5f3dca6de37cbadbc379bef9,659601ATB,rupatadine fumarate  (as rupatadine   10mg)   (단일)
1306,5f3dca6de37cbadbc379befa,659400BIS,calcium chloride dihydrate  1.28625g(A분획 250mL중)   (복합)
1307,5f3dca6de37cbadbc379befb,662100ATB,candesartan cilexetil  32mg   (복합)
1308,5f3dca6de37cbadbc379befc,662301ATB,armodafinil  0.15g   (단일)
1309,5f3dca6de37cbadbc379befd,662302ATB,armodafinil  0.25g   (단일)
1310,5f3dca6de37cbadbc379befe,662401ATB,azilsartan medoxomil potassium  (as azilsartan medoxomil   20mg)   (단일)
1311,5f3dca6de37cbadbc379beff,662202ATB,S-carvedilol  12.5mg   (단일)
1312,5f3dca6de37cbadbc379bf00,661800ATB,candesartan cilexetil  8mg   (복합)
1313,5f3dca6de37cbadbc379bf01,662201ATB,S-carvedilol  6.25mg   (단일)
1314,5f3dca6de37cbadbc379bf02,662403ATB,azilsartan medoxomil potassium  (as azilsartan medoxomil   40mg)   (단일)
1315,5f3dca6de37cbadbc379bf03,659900ACH,montelukast sodium  (as montelukast   10mg)   (복합)
1316,5f3dca6de37cbadbc379bf04,660901ACS,tafamidis meglumine  (as tafamidis   12.2mg)   (단일)
1317,5f3dca6de37cbadbc379bf05,662000ATB,candesartan cilexetil  16mg   (복합)
1318,5f3dca6de37cbadbc379bf06,661900ATB,candesartan cilexetil  8mg   (복합)
1319,5f3dca6de37cbadbc379bf07,662402ATB,azilsartan medoxomil potassium  (as azilsartan medoxomil   80mg)   (단일)
1320,5f3dca6de37cbadbc379bf08,663000ATB,amlodipine camsylate  (as amlodipine   5mg)   (복합)
1321,5f3dca6de37cbadbc379bf09,663101ACH,dabrafenib mesylate  (as dabrafenib   50mg)   (단일)
1322,5f3dca6de37cbadbc379bf0a,663102ACH,dabrafenib mesylate  (as dabrafenib   75mg)   (단일)
1323,5f3dca6de37cbadbc379bf0b,663300CLQ,aprotinin  2MI.U(prefilled syringe 1)   (복합)
1324,5f3dca6de37cbadbc379bf0c,662900ATB,amlodipine camsylate  (as amlodipine   5mg)   (복합)
1325,5f3dca6de37cbadbc379bf0d,662800ATB,amlodipine camsylate  (as amlodipine   5mg)   (복합)
1326,5f3dca6de37cbadbc379bf0e,663400ACS,"omega-3-acid ethyl esters90  1g (as EPA ethylester   0.46g, DHA ethylester   0.38g, α-tocopherol   4mg)   (복합)"
1327,5f3dca6de37cbadbc379bf0f,663600ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1328,5f3dca6de37cbadbc379bf10,663700ATB,amlodipine besylate  (as amlodipine   10mg)   (복합)
1329,5f3dca6de37cbadbc379bf11,663500ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1330,5f3dca6de37cbadbc379bf12,664000ATB,amlodipine camsylate  (as amlodipine   5mg)   (복합)
1331,5f3dca6de37cbadbc379bf13,664200ATB,amlodipine camsylate  (as amlodipine   5mg)   (복합)
1332,5f3dca6de37cbadbc379bf14,664100ATB,amlodipine camsylate  (as amlodipine   5mg)   (복합)
1333,5f3dca6de37cbadbc379bf15,664300ATB,amlodipine camsylate  (as amlodipine   5mg)   (복합)
1334,5f3dca6de37cbadbc379bf16,663900ATB,amlodipine camsylate  (as amlodipine   5mg)   (복합)
1335,5f3dca6de37cbadbc379bf17,663800ATB,amlodipine besylate  (as amlodipine   10mg)   (복합)
1336,5f3dca6de37cbadbc379bf18,664400ATB,amlodipine camsylate  (as amlodipine   5mg)   (복합)
1337,5f3dca6de37cbadbc379bf19,664800ATB,gemigliptin tartrate sesquihydrate  (as gemigliptin   50mg)   (복합)
1338,5f3dca6de37cbadbc379bf1a,665101ATB,tenofovir disoproxil asparate  (as tenofovir disoproxil   0.245g)   (단일)
1339,5f3dca6de37cbadbc379bf1b,665201ATB,tenofovir disoproxil orotate  (as tenofovir disoproxil   0.245g)   (단일)
1340,5f3dca6de37cbadbc379bf1c,664901ATB,tenofovir disoproxil  0.245g   (단일)
1341,5f3dca6de37cbadbc379bf1d,665301ATB,tenofovir alafenamide fumarate  (as tenofovir alafenamide   25mg)   (단일)
1342,5f3dca6de37cbadbc379bf1e,665001ATB,tenofovir disoproxil phosphate  (as tenofovir disoproxil   0.245g)   (단일)
1343,5f3dca6de37cbadbc379bf1f,665401ATB,besifovir dipivoxil maleate  (as besifovir dipivoxil   0.15g)   (단일)
1344,5f3dca6de37cbadbc379bf20,664500ATB,omeprazole  20mg   (복합)
1345,5f3dca6de37cbadbc379bf21,664700ATB,gemigliptin tartrate sesquihydrate  (as gemigliptin   50mg)   (복합)
1346,5f3dca6de37cbadbc379bf22,664600ATB,gemigliptin tartrate sesquihydrate  (as gemigliptin   50mg)   (복합)
1347,5f3dca6de37cbadbc379bf23,665501ATB,tenofovir disoproxil hemiedisylate  (as tenofovir disoproxil   0.245g)   (단일)
1348,5f3dca6de37cbadbc379bf24,665600ATB,calcium citrate  (as calcium   0.10112g)   (복합)
1349,5f3dca6de37cbadbc379bf25,665900BIS,calcium chloride dihydrate  0.551g(A용액 1087.5mL중)(2백)   (복합)
1350,5f3dca6de37cbadbc379bf26,666401ATB,cabozantinib (s)-malate  (as cabozantinib   60mg)   (단일)
1351,5f3dca6de37cbadbc379bf27,665700BIS,calcium chloride dihydrate  0.551g(A용액 1087.5mL중)(2백)   (복합)
1352,5f3dca6de37cbadbc379bf28,665800BIS,calcium chloride dihydrate  0.551g(A용액 1087.5mL중)(2백)   (복합)
1353,5f3dca6de37cbadbc379bf29,666402ATB,cabozantinib (s)-malate  (as cabozantinib   40mg)   (단일)
1354,5f3dca6de37cbadbc379bf2a,666403ATB,cabozantinib (s)-malate  (as cabozantinib   20mg)   (단일)
1355,5f3dca6de37cbadbc379bf2b,666300CLQ,aprotinin  15MI.U(prefilled syringe 1)   (복합)
1356,5f3dca6de37cbadbc379bf2c,666802BIJ,"recombinant blood coagulation factor IX-Fc fusion protein, eftrenonacog α  500I.U   (단일)"
1357,5f3dca6de37cbadbc379bf2d,666700BIJ,insulin glargine  (as human insulin   300I.U(100I.U/mL))   (복합)
1358,5f3dca6de37cbadbc379bf2e,666805BIJ,"recombinant blood coagulation factor IX-Fc fusion protein, eftrenonacog α  3KI.U   (단일)"
1359,5f3dca6de37cbadbc379bf2f,667101BIJ,daratumumab  0.1g(20mg/mL)   (단일)
1360,5f3dca6de37cbadbc379bf30,667102BIJ,daratumumab  0.4g(20mg/mL)   (단일)
1361,5f3dca6de37cbadbc379bf31,667000BIJ,insulin glargine  (as human insulin   300I.U(100I.U/mL))   (복합)
1362,5f3dca6de37cbadbc379bf32,666804BIJ,"recombinant blood coagulation factor IX-Fc fusion protein, eftrenonacog α  2KI.U   (단일)"
1363,5f3dca6de37cbadbc379bf33,666801BIJ,"recombinant blood coagulation factor IX-Fc fusion protein, eftrenonacog α  250I.U   (단일)"
1364,5f3dca6de37cbadbc379bf34,666803BIJ,"recombinant blood coagulation factor IX-Fc fusion protein, eftrenonacog α  1KI.U   (단일)"
1365,5f3dca6de37cbadbc379bf35,668001ACH,migalastat hydrochloride  (as migalastat   0.123g)   (단일)
1366,5f3dca6de37cbadbc379bf36,669500BIS,acetic acid  34.705g(6.31mg/mL)   (복합)
1367,5f3dca6de37cbadbc379bf37,669602ATB,ponatinib hydrochloride  (as ponatinib   45mg)   (단일)
1368,5f3dca6de37cbadbc379bf38,669401BIJ,epinephrine bitartrate  (as epinephrine   0.15mg(1mg/mL))   (단일)
1369,5f3dca6de37cbadbc379bf39,669601ATB,ponatinib hydrochloride  (as ponatinib   15mg)   (단일)
1370,5f3dca6de37cbadbc379bf3a,670000ATB,calcium citrate  (as calcium   0.20224g)   (복합)
1371,5f3dca6de37cbadbc379bf3b,669402BIJ,epinephrine bitartrate  (as epinephrine   0.3mg(1mg/mL))   (단일)
1372,5f3dca6de37cbadbc379bf3c,668101BIJ,nusinersen sodium  (as nusinersen   12mg(2.4mg/mL))   (단일)
1373,5f3dca6de37cbadbc379bf3d,667801BIJ,ixekizumab  80mg(80mg/mL)   (단일)
1374,5f3dca6de37cbadbc379bf3e,667500ACE,aspirin  75mg   (복합)
1375,5f3dca6de37cbadbc379bf3f,670100COS,bimatoprost  0.12mg(0.3mg/mL)   (복합)
1376,5f3dca6de37cbadbc379bf40,669700ATB,glecaprevir  0.1g   (복합)
1377,5f3dca6de37cbadbc379bf41,667902ATB,baricitinib  4mg   (단일)
1378,5f3dca6de37cbadbc379bf42,667600ATR,naloxone hydrochloride  40mg   (복합)
1379,5f3dca6de37cbadbc379bf43,667700BIJ,calcium chloride dihydrate  0.15244g(B액206mL중)   (복합)
1380,5f3dca6de37cbadbc379bf44,670201BIJ,"recombinant blood coagulation factor VIII-Fc fusion protein, efmoroctocog α  250I.U   (단일)"
1381,5f3dca6de37cbadbc379bf45,670203BIJ,"recombinant blood coagulation factor VIII-Fc fusion protein, efmoroctocog α  1KI.U   (단일)"
1382,5f3dca6de37cbadbc379bf46,667901ATB,baricitinib  2mg   (단일)
1383,5f3dca6de37cbadbc379bf47,670202BIJ,"recombinant blood coagulation factor VIII-Fc fusion protein, efmoroctocog α  500I.U   (단일)"
1384,5f3dca6de37cbadbc379bf48,670204BIJ,"recombinant blood coagulation factor VIII-Fc fusion protein, efmoroctocog α  2KI.U   (단일)"
1385,5f3dca6de37cbadbc379bf49,670501BIJ,"recombinant blood coagulation factor VIII, rurioctocog α pegol  250I.U   (단일)"
1386,5f3dca6de37cbadbc379bf4a,670502BIJ,"recombinant blood coagulation factor VIII, rurioctocog α pegol  500I.U   (단일)"
1387,5f3dca6de37cbadbc379bf4b,670205BIJ,"recombinant blood coagulation factor VIII-Fc fusion protein, efmoroctocog α  3KI.U   (단일)"
1388,5f3dca6de37cbadbc379bf4c,670503BIJ,"recombinant blood coagulation factor VIII, rurioctocog α pegol  1KI.U   (단일)"
1389,5f3dca6de37cbadbc379bf4d,670600ATB,levocetirizine dihydrochloride  5mg   (복합)
1390,5f3dca6de37cbadbc379bf4e,670504BIJ,"recombinant blood coagulation factor VIII, rurioctocog α pegol  2KI.U   (단일)"
1391,5f3dca6de37cbadbc379bf4f,670901BIJ,guselkumab  0.1g(0.1g/mL)   (단일)
1392,5f3dca6de37cbadbc379bf50,670700ATB,esomeprazole magnesium  (as esomeprazole   20mg)   (복합)
1393,5f3dca6de37cbadbc379bf51,671700ATB,amlodipine besylate  (as amlodipine   10mg)   (복합)
1394,5f3dca6de37cbadbc379bf52,671400ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1395,5f3dca6de37cbadbc379bf53,671900ATR,atorvastatin calcium  (as atorvastatin   10mg)   (복합)
1396,5f3dca6de37cbadbc379bf54,671800ATR,atorvastatin calcium  (as atorvastatin   10mg)   (복합)
1397,5f3dca6de37cbadbc379bf55,671600ATB,amlodipine besylate  (as amlodipine   10mg)   (복합)
1398,5f3dca6de37cbadbc379bf56,671200ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1399,5f3dca6de37cbadbc379bf57,672000ATR,atorvastatin calcium  (as atorvastatin   20mg)   (복합)
1400,5f3dca6de37cbadbc379bf58,671500ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1401,5f3dca6de37cbadbc379bf59,671300ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1402,5f3dca6de37cbadbc379bf5a,673000ATR,metformin hydrochloride  0.75g   (복합)
1403,5f3dca6de37cbadbc379bf5b,673700ATB,candesartan cilexetil  16mg   (복합)
1404,5f3dca6de37cbadbc379bf5c,673500ATB,azilsartan medoxomil potassium  (as azilsartan medoxomil   40mg)   (복합)
1405,5f3dca6de37cbadbc379bf5d,673900ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1406,5f3dca6de37cbadbc379bf5e,672500ATR,metformin hydrochloride  0.5g   (복합)
1407,5f3dca6de37cbadbc379bf5f,673800ATR,atorvastatin calcium  (as atorvastatin   10mg)   (복합)
1408,5f3dca6de37cbadbc379bf60,674000ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1409,5f3dca6de37cbadbc379bf61,673300CSI,azelastine hydrochloride  16.44mg(0.137mg/회)   (복합)
1410,5f3dca6de37cbadbc379bf62,674301ATB,ertugliflozin L-pyroglutamic acid  (as ertugliflozin   5mg)   (단일)
1411,5f3dca6de37cbadbc379bf63,672600ATR,metformin hydrochloride  0.75g   (복합)
1412,5f3dca6de37cbadbc379bf64,672900ATR,metformin hydrochloride  0.5g   (복합)
1413,5f3dca6de37cbadbc379bf65,673600ATB,azilsartan medoxomil potassium  (as azilsartan medoxomil   40mg)   (복합)
1414,5f3dca6de37cbadbc379bf66,672100ATR,atorvastatin calcium  (as atorvastatin   20mg)   (복합)
1415,5f3dca6de37cbadbc379bf67,672700ATR,metformin hydrochloride  0.5g   (복합)
1416,5f3dca6de37cbadbc379bf68,674100ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1417,5f3dca6de37cbadbc379bf69,672800ATR,metformin hydrochloride  0.75g   (복합)
1418,5f3dca6de37cbadbc379bf6a,675600ALQ,dextrose  3.125g(25mg/mL)   (복합)
1419,5f3dca6de37cbadbc379bf6b,674900ACH,netupitant  0.3g   (복합)
1420,5f3dca6de37cbadbc379bf6c,674302ATB,ertugliflozin L-pyroglutamic acid  (as ertugliflozin   15mg)   (단일)
1421,5f3dca6de37cbadbc379bf6d,675702ATB,brigatinib  90mg   (단일)
1422,5f3dca6de37cbadbc379bf6e,674500ATB,bazedoxifene acetate  (as bazedoxifene   20mg)   (복합)
1423,5f3dca6de37cbadbc379bf6f,675801ATB,tegoprazan  50mg   (단일)
1424,5f3dca6de37cbadbc379bf70,676300APD,ascorbic acid  40.6g   (복합)
1425,5f3dca6de37cbadbc379bf71,675703ATB,brigatinib  0.18g   (단일)
1426,5f3dca6de37cbadbc379bf72,675701ATB,brigatinib  30mg   (단일)
1427,5f3dca6de37cbadbc379bf73,676400BIJ,aminoacetic acid  7g(A액500mL중)   (복합)
1428,5f3dca6de37cbadbc379bf74,677100ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1429,5f3dca6de37cbadbc379bf75,677400ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1430,5f3dca6de37cbadbc379bf76,677500ATB,amlodipine besylate  (as amlodipine   10mg)   (복합)
1431,5f3dca6de37cbadbc379bf77,676800ATB,bictegravir sodium  (as bictegravir   50mg)   (복합)
1432,5f3dca6de37cbadbc379bf78,677900ASY,ivy leaf 30% ethanol dried ext.(5~7.5→1)  1.945g(3.89mg/mL)   (복합)
1433,5f3dca6de37cbadbc379bf79,676501BIJ,inotuzumab ozogamicin  1mg   (단일)
1434,5f3dca6de37cbadbc379bf7a,677000ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1435,5f3dca6de37cbadbc379bf7b,678600ATB,amlodipine besylate  (as amlodipine   10mg)   (복합)
1436,5f3dca6de37cbadbc379bf7c,677300ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1437,5f3dca6de37cbadbc379bf7d,677200ASY,ammonium chloride  0.13g(10mg/mL)   (복합)
1438,5f3dca6de37cbadbc379bf7e,678901ACH,niraparib tosylate  (as niraparib   0.1g)   (단일)
1439,5f3dca6de37cbadbc379bf7f,677600ATB,amlodipine besylate  (as amlodipine   10mg)   (복합)
1440,5f3dca6de37cbadbc379bf80,679300ACH,fenofibrate granule(micronized)  (as fenofibrate   0.16g)   (복합)
1441,5f3dca6de37cbadbc379bf81,679401ACS,"omega-3-acid ethyl esters90  2g (as EPA ethylester   0.92g, DHA ethylester   0.76g)   (단일)"
1442,5f3dca6de37cbadbc379bf82,679500ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1443,5f3dca6de37cbadbc379bf83,679600ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1444,5f3dca6de37cbadbc379bf84,679700ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1445,5f3dca6de37cbadbc379bf85,680401ATB,eszopiclone  1mg   (단일)
1446,5f3dca6de37cbadbc379bf86,680300ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1447,5f3dca6de37cbadbc379bf87,680900COS,loteprednol etabonate  25mg(5mg/mL)   (복합)
1448,5f3dca6de37cbadbc379bf88,680402ATB,eszopiclone  2mg   (단일)
1449,5f3dca6de37cbadbc379bf89,681000CSI,budesonide(micronized)  18mg(0.3mg/회)   (복합)
1450,5f3dca6de37cbadbc379bf8a,680403ATB,eszopiclone  3mg   (단일)
1451,5f3dca6de37cbadbc379bf8b,681600BIS,calcium chloride dihydrate  0.5145g(A액 1000mL중)   (복합)
1452,5f3dca6de37cbadbc379bf8c,681100CSI,budesonide(micronized)  9mg(0.15mg/회)   (복합)
1453,5f3dca6de37cbadbc379bf8d,681900BIS,calcium chloride dihydrate  1.28625g(A액 2500mL중)   (복합)
1454,5f3dca6de37cbadbc379bf8e,682100BIS,calcium chloride dihydrate  1.28625g(A액 2500mL중)   (복합)
1455,5f3dca6de37cbadbc379bf8f,682700ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1456,5f3dca6de37cbadbc379bf90,682600APD,ascorbic acid  7.54g   (복합)
1457,5f3dca6de37cbadbc379bf91,682000BIS,calcium chloride dihydrate  0.5145g(A액 1000mL중)   (복합)
1458,5f3dca6de37cbadbc379bf92,681700BIS,calcium chloride dihydrate  1.28625g(A액 2500mL중)   (복합)
1459,5f3dca6de37cbadbc379bf93,681800BIS,calcium chloride dihydrate  0.5145g(A액 1000mL중)   (복합)
1460,5f3dca6de37cbadbc379bf94,682900ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1461,5f3dca6de37cbadbc379bf95,683100ATB,nebivolol hydrochloride  (as nebivolol   5mg)   (복합)
1462,5f3dca6de37cbadbc379bf96,682800ATB,amlodipine besylate  (as amlodipine   5mg)   (복합)
1463,5f3dca6de37cbadbc379bf97,683000ATB,nebivolol hydrochloride  (as nebivolol   5mg)   (복합)
1464,5f3dca6de37cbadbc379bf98,683200ATB,nebivolol hydrochloride  (as nebivolol   2.5mg)   (복합)
1465,5f3dca6de37cbadbc379bf99,800100CSI,glycopyrronium bromide  (as glycopyrronium   1.5mg(50μg/캡슐))   (복합)
1466,5f3dca6de37cbadbc379bf9a,800800BIJ,aconitum tinc-D2  1.32μL(0.6μL/mL)   (복합)
1467,5f3dca6de37cbadbc379bf9b,800200COS,brimonidine tartrate  0.6mg(2mg/mL)   (복합)
1468,5f3dca6de37cbadbc379bf9c,800900COS,brimonidine tartrate  10mg(2mg/mL)   (복합)
1469,5f3dca6de37cbadbc379bf9d,800500CCM,betamethasone dipropionate  32.15mg(0.643mg/g)   (복합)
1470,5f3dca6de37cbadbc379bf9e,683700ASY,ivy leaf 30% ethanol dried ext.(5~7.5→1)  35.01mg(3.89mg/mL)   (복합)
1471,5f3dca6de37cbadbc379bf9f,801200CCM,econazole nitrate  0.3g(10mg/g)   (복합)
1472,5f3dca6de37cbadbc379bfa0,800001BIJ,cefepime hydrochloride hydrate·L-arginine  (as cefepime hydrochloride   1g)   (단일)
1473,5f3dca6de37cbadbc379bfa1,801000COS,tafluprost  37.5μg(15μg/mL)   (복합)
1474,5f3dca6de37cbadbc379bfa2,801300CLQ,aprotinin  3MI.U(prefilled syringe 1)   (복합)
1475,5f3dca6de37cbadbc379bfa3,801400CLQ,aprotinin  6MI.U(prefilled syringe 1)   (복합)
1476,5f3dca6de37cbadbc379bfa4,801500BIJ,calcium chloride dihydrate  0.331g(B액500mL중)   (복합)
1477,5f3dca6de37cbadbc379bfa5,683400ATR,metformin hydrochloride  1g   (복합)
1478,5f3dca6de37cbadbc379bfa6,920002CEX,
1479,5f3dca6de37cbadbc379bfa7,801601BIJ,moxifloxacin  0.4g(1.6mg/mL)   (단일)
1480,5f3dca6de37cbadbc379bfa8,683300ATR,metformin hydrochloride  1g   (복합)
1481,5f3dca6de37cbadbc379bfa9,920003CEX,
1482,5f3dca6de37cbadbc379aed8,100431BIJ,abciximab  10mg(2mg/mL)   (단일)
1483,5f3dca6de37cbadbc379aee1,101404ATB,acetaminophen(encapsulated)  0.325g   (단일)
1484,5f3dca6de37cbadbc379aee3,100702ATR,acebrophylline  0.2g   (단일)
1485,5f3dca6de37cbadbc379aee6,101401ATB,acetaminophen(encapsulated)  0.16g   (단일)
1486,5f3dca6de37cbadbc379aeea,101834CLQ,acetylcysteine  0.8g(0.2g/mL)   (단일)
1487,5f3dca6de37cbadbc379aeed,101832BIJ,acetylcysteine  0.3g(0.15g/mL)   (단일)
1488,5f3dca6de37cbadbc379aef0,101801ACH,acetylcysteine  0.1g   (단일)
1489,5f3dca6de37cbadbc379aef3,102905BIJ,acyclovir  0.5g   (단일)
1490,5f3dca6de37cbadbc379aef6,102931COO,acyclovir  0.105g(30mg/g)   (단일)
1491,5f3dca6de37cbadbc379aefd,101843AGN,acetylcysteine  40g(0.2g/g)   (단일)
1492,5f3dca6de37cbadbc379af00,102936CCM,acyclovir  0.35g(50mg/g)   (단일)
1493,5f3dca6de37cbadbc379af03,102934BIJ,acyclovir  0.25g(25mg/mL)   (단일)
1494,5f3dca6de37cbadbc379af06,102937CCM,acyclovir  0.5g(50mg/g)   (단일)
1495,5f3dca6de37cbadbc379af09,104101ATB,afloqualone  20mg   (단일)
1496,5f3dca6de37cbadbc379af0c,105202ATB,almagate  1g   (단일)
1497,5f3dca6de37cbadbc379af0f,105630BIJ,alprostadil  5μg(5μg/mL)   (단일)
1498,5f3dca6de37cbadbc379af11,105230ASS,almagate  1g(66.667mg/mL)   (단일)
1499,5f3dca6de37cbadbc379af13,105505ATB,alprazolam  0.5mg   (단일)
1500,5f3dca6de37cbadbc379af16,105902ATB,aluminum hydroxide gel(dried)  (as aluminum hydroxide   0.3g)   (단일)
1501,5f3dca6de37cbadbc379af1f,105631BIJ,alprostadil  10μg(5μg/mL)   (단일)
1502,5f3dca6de37cbadbc379af22,106330BIJ,ambroxol hydrochloride  15mg(7.5mg/mL)   (단일)
1503,5f3dca6de37cbadbc379af24,106430CCM,amcinonide  15mg(1mg/g)   (단일)
1504,5f3dca6de37cbadbc379af26,106831BIJ,amikacin sulfate  0.25g(0.125g/mL)   (단일)
1505,5f3dca6de37cbadbc379af28,107154BIJ,amino acids(8%)  40g(80mg/mL)   (단일)
1506,5f3dca6de37cbadbc379af29,107156BIJ,amino acids(8.5%)  42.5g(85mg/mL)   (단일)
1507,5f3dca6de37cbadbc379af2a,107303ATR,aminophylline hydrate  0.225g   (단일)
1508,5f3dca6de37cbadbc379af2b,107158BIJ,amino acids(10%)  20g(0.1g/mL)   (단일)
1509,5f3dca6de37cbadbc379af2c,107601ATB,amlodipine besylate  (as amlodipine   5mg)   (단일)
1510,5f3dca6de37cbadbc379af2d,107401ATB,amiodarone hydrochloride  0.2g   (단일)
1511,5f3dca6de37cbadbc379af2e,107830CCM,amorolfine hydrochloride  55.76mg(2.788mg/g)   (단일)
1512,5f3dca6de37cbadbc379af2f,107832CLQ,amorolfine hydrochloride  (as amorolfine   0.15g(50mg/mL))   (단일)
1513,5f3dca6de37cbadbc379af30,108101ACH,amoxicillin  0.25g   (단일)
1514,5f3dca6de37cbadbc379af31,108203BIJ,amoxicillin sodium  (as amoxicillin   0.5g)   (단일)
1515,5f3dca6de37cbadbc379af32,109130COO,anhydrous liquid lanolin  0.105g(30mg/g)   (단일)
1516,5f3dca6de37cbadbc379af33,109202BIJ,anti-inhibitor coagulant complex  1KI.U   (단일)
1517,5f3dca6de37cbadbc379af34,109301BIJ,freeze-dried concentrated human antithrombin III  500I.U   (단일)
1518,5f3dca6de37cbadbc379af35,109936ALQ,sodium alginate  0.5g(50mg/mL)   (단일)
1519,5f3dca6de37cbadbc379af36,111402ATB,atenolol  25mg   (단일)
1520,5f3dca6de37cbadbc379af37,111002ATE,aspirin(enteric coated)  (as aspirin   75mg)   (단일)
1521,5f3dca6de37cbadbc379af38,111830BIJ,atropine sulfate  0.5mg(0.5mg/mL)   (단일)
1522,5f3dca6de37cbadbc379af39,112733ASY,azithromycin  0.9g(40mg/mL)   (단일)
1523,5f3dca6de37cbadbc379af3a,112732ASY,azithromycin  0.6g(40mg/mL)   (단일)
1524,5f3dca6de37cbadbc379af3b,112534COS,azelastine hydrochloride  5mg(0.5mg/mL)   (단일)
1525,5f3dca6de37cbadbc379af3c,112901ATB,azosemide  60mg   (단일)
1526,5f3dca6de37cbadbc379af3d,113232AGN,bacillus licheniformis  75g(0.25g/g)   (단일)
1527,5f3dca6de37cbadbc379af3e,113231AGN,bacillus licheniformis  37.5g(0.25g/g)   (단일)
1528,5f3dca6de37cbadbc379af3f,113502ATB,baclofen  20mg   (단일)
1529,5f3dca6de37cbadbc379af40,113936ASS,barium sulfate  270g(1.8g/mL)   (단일)
1530,5f3dca6de37cbadbc379af41,113939ASS,barium sulfate  350g(0.7g/mL)   (단일)
1531,5f3dca6de37cbadbc379af42,113949APD,barium sulfate  1188g(0.99g/g)   (단일)
1532,5f3dca6de37cbadbc379af43,115001ACH,benexate betadex  0.2g   (단일)
1533,5f3dca6de37cbadbc379af44,114511ATE,beclomethasone dipropionate  5mg   (단일)
1534,5f3dca6de37cbadbc379af45,115104ATB,benidipine hydrochloride  6mg   (단일)
1535,5f3dca6de37cbadbc379af46,115101ATB,benidipine hydrochloride  2mg   (단일)
1536,5f3dca6de37cbadbc379af47,115502BIJ,benzathine penicillin G  120만unit   (단일)
1537,5f3dca6de37cbadbc379af48,116002ATB,benztropine mesylate  2mg   (단일)
1538,5f3dca6de37cbadbc379af49,116134CLQ,benzydamine hydrochloride  1.5g(1.5mg/mL)   (단일)
1539,5f3dca6de37cbadbc379af4a,116139CLQ,benzydamine hydrochloride  9g(1.5mg/mL)   (단일)
1540,5f3dca6de37cbadbc379af4b,116137CLQ,benzydamine hydrochloride  24.75mg(1.5mg/mL)   (단일)
1541,5f3dca6de37cbadbc379af4c,117001ATB,bevantolol hydrochloride  0.1g   (단일)
